step 0, validation loss: 10.9695
hellaswag: 274/1000 = 27.40%
step 0, loss: 10.967782, lr: 6.0000e-06, norm: 9.8172, dt: 13868.64ms, tokens_sec: 37803.84hz
step 3437, loss: 3.330600, lr: 1.1235e-03, norm: 0.1762, dt: 596.57ms, tokens_sec: 878844.00hz
step 3438, loss: 3.182308, lr: 1.1234e-03, norm: 0.1913, dt: 597.06ms, tokens_sec: 878113.35hz
step 3439, loss: 3.192409, lr: 1.1234e-03, norm: 0.2110, dt: 598.30ms, tokens_sec: 876296.20hz
step 3440, loss: 3.094760, lr: 1.1233e-03, norm: 0.1770, dt: 595.07ms, tokens_sec: 881053.88hz
step 3441, loss: 3.117143, lr: 1.1233e-03, norm: 0.2075, dt: 592.80ms, tokens_sec: 884431.93hz
step 3442, loss: 3.201948, lr: 1.1233e-03, norm: 0.2293, dt: 594.92ms, tokens_sec: 881279.50hz
step 3443, loss: 3.121658, lr: 1.1232e-03, norm: 0.2732, dt: 597.93ms, tokens_sec: 876831.15hz
step 3444, loss: 3.148072, lr: 1.1232e-03, norm: 0.2981, dt: 598.11ms, tokens_sec: 876567.61hz
step 3445, loss: 3.131454, lr: 1.1231e-03, norm: 0.2028, dt: 597.98ms, tokens_sec: 876762.63hz
step 3446, loss: 3.145783, lr: 1.1231e-03, norm: 0.2270, dt: 595.64ms, tokens_sec: 880209.61hz
step 3447, loss: 3.138761, lr: 1.1230e-03, norm: 0.2361, dt: 592.90ms, tokens_sec: 884276.51hz
step 3448, loss: 3.236032, lr: 1.1230e-03, norm: 0.1950, dt: 597.28ms, tokens_sec: 877799.28hz
step 3449, loss: 3.240717, lr: 1.1229e-03, norm: 0.2147, dt: 594.72ms, tokens_sec: 881566.73hz
step 3450, loss: 3.409432, lr: 1.1229e-03, norm: 0.2174, dt: 596.11ms, tokens_sec: 879512.56hz
step 3451, loss: 3.301264, lr: 1.1228e-03, norm: 0.3963, dt: 595.38ms, tokens_sec: 880594.16hz
step 3452, loss: 3.371344, lr: 1.1228e-03, norm: 0.2113, dt: 597.00ms, tokens_sec: 878203.47hz
step 3453, loss: 3.387193, lr: 1.1227e-03, norm: 0.2333, dt: 594.04ms, tokens_sec: 882584.67hz
step 3454, loss: 3.339528, lr: 1.1227e-03, norm: 0.2167, dt: 598.07ms, tokens_sec: 876639.60hz
step 3455, loss: 3.327459, lr: 1.1227e-03, norm: 0.2095, dt: 595.56ms, tokens_sec: 880325.89hz
step 3456, loss: 3.377570, lr: 1.1226e-03, norm: 0.1860, dt: 594.18ms, tokens_sec: 882365.10hz
step 3457, loss: 3.357121, lr: 1.1226e-03, norm: 0.1953, dt: 596.10ms, tokens_sec: 879533.66hz
step 3458, loss: 3.432331, lr: 1.1225e-03, norm: 0.2188, dt: 594.54ms, tokens_sec: 881836.47hz
step 3459, loss: 3.359885, lr: 1.1225e-03, norm: 0.2105, dt: 595.26ms, tokens_sec: 880770.51hz
step 3460, loss: 3.420951, lr: 1.1224e-03, norm: 0.2022, dt: 596.09ms, tokens_sec: 879549.84hz
step 3461, loss: 3.404181, lr: 1.1224e-03, norm: 0.1895, dt: 596.85ms, tokens_sec: 878422.73hz
step 3462, loss: 3.371067, lr: 1.1223e-03, norm: 0.1903, dt: 595.44ms, tokens_sec: 880510.59hz
step 3463, loss: 3.340730, lr: 1.1223e-03, norm: 0.1945, dt: 594.45ms, tokens_sec: 881974.76hz
step 3464, loss: 3.393745, lr: 1.1222e-03, norm: 0.1899, dt: 593.98ms, tokens_sec: 882675.72hz
step 3465, loss: 3.368508, lr: 1.1222e-03, norm: 0.1954, dt: 597.98ms, tokens_sec: 876763.33hz
step 3466, loss: 3.436510, lr: 1.1221e-03, norm: 0.2103, dt: 594.31ms, tokens_sec: 882181.04hz
step 3467, loss: 3.337324, lr: 1.1221e-03, norm: 0.1994, dt: 595.54ms, tokens_sec: 880357.96hz
step 3468, loss: 3.381900, lr: 1.1221e-03, norm: 0.2061, dt: 598.10ms, tokens_sec: 876585.43hz
step 3469, loss: 3.350414, lr: 1.1220e-03, norm: 0.1720, dt: 598.96ms, tokens_sec: 875324.76hz
step 3470, loss: 3.388263, lr: 1.1220e-03, norm: 0.1791, dt: 594.81ms, tokens_sec: 881437.40hz
step 3471, loss: 3.338826, lr: 1.1219e-03, norm: 0.1951, dt: 593.91ms, tokens_sec: 882766.43hz
step 3472, loss: 3.327963, lr: 1.1219e-03, norm: 0.1836, dt: 597.74ms, tokens_sec: 877122.83hz
step 3473, loss: 3.369482, lr: 1.1218e-03, norm: 0.1861, dt: 593.51ms, tokens_sec: 883361.11hz
step 3474, loss: 3.350249, lr: 1.1218e-03, norm: 0.2089, dt: 592.93ms, tokens_sec: 884227.09hz
step 3475, loss: 3.319379, lr: 1.1217e-03, norm: 0.2022, dt: 595.19ms, tokens_sec: 880868.24hz
step 3476, loss: 3.320919, lr: 1.1217e-03, norm: 0.1795, dt: 596.90ms, tokens_sec: 878355.36hz
step 3477, loss: 3.397027, lr: 1.1216e-03, norm: 0.2288, dt: 594.48ms, tokens_sec: 881920.64hz
step 3478, loss: 3.319258, lr: 1.1216e-03, norm: 0.2017, dt: 596.04ms, tokens_sec: 879625.49hz
step 3479, loss: 3.346283, lr: 1.1215e-03, norm: 0.2278, dt: 598.86ms, tokens_sec: 875469.73hz
step 3480, loss: 3.303212, lr: 1.1215e-03, norm: 0.1866, dt: 595.58ms, tokens_sec: 880296.64hz
step 3481, loss: 3.374491, lr: 1.1214e-03, norm: 0.2095, dt: 594.30ms, tokens_sec: 882200.15hz
step 3482, loss: 3.315843, lr: 1.1214e-03, norm: 0.1775, dt: 595.42ms, tokens_sec: 880531.39hz
step 3483, loss: 3.418153, lr: 1.1214e-03, norm: 0.2219, dt: 594.27ms, tokens_sec: 882243.68hz
step 3484, loss: 3.212935, lr: 1.1213e-03, norm: 0.2140, dt: 598.38ms, tokens_sec: 876184.82hz
step 3485, loss: 3.086763, lr: 1.1213e-03, norm: 0.1943, dt: 590.37ms, tokens_sec: 888061.16hz
step 3486, loss: 3.139323, lr: 1.1212e-03, norm: 0.2493, dt: 595.80ms, tokens_sec: 879968.68hz
step 3487, loss: 3.173429, lr: 1.1212e-03, norm: 0.2063, dt: 595.42ms, tokens_sec: 880541.97hz
step 3488, loss: 3.153311, lr: 1.1211e-03, norm: 0.2044, dt: 600.19ms, tokens_sec: 873542.38hz
step 3489, loss: 3.169988, lr: 1.1211e-03, norm: 0.2134, dt: 598.46ms, tokens_sec: 876068.93hz
step 3490, loss: 3.199497, lr: 1.1210e-03, norm: 0.2239, dt: 597.77ms, tokens_sec: 877077.71hz
step 3491, loss: 3.108649, lr: 1.1210e-03, norm: 0.1844, dt: 598.03ms, tokens_sec: 876685.73hz
step 3492, loss: 3.203609, lr: 1.1209e-03, norm: 0.2439, dt: 594.55ms, tokens_sec: 881818.08hz
step 3493, loss: 3.150903, lr: 1.1209e-03, norm: 0.2090, dt: 593.55ms, tokens_sec: 883311.08hz
step 3494, loss: 3.154715, lr: 1.1208e-03, norm: 0.2371, dt: 594.63ms, tokens_sec: 881699.28hz
step 3495, loss: 3.204108, lr: 1.1208e-03, norm: 0.2366, dt: 592.26ms, tokens_sec: 885238.71hz
step 3496, loss: 3.469530, lr: 1.1207e-03, norm: 0.2297, dt: 595.25ms, tokens_sec: 880784.97hz
step 3497, loss: 3.356745, lr: 1.1207e-03, norm: 0.2063, dt: 597.46ms, tokens_sec: 877528.86hz
step 3498, loss: 3.457924, lr: 1.1206e-03, norm: 0.2236, dt: 595.86ms, tokens_sec: 879884.88hz
step 3499, loss: 3.368214, lr: 1.1206e-03, norm: 0.2335, dt: 599.85ms, tokens_sec: 874033.67hz
step 3500, validation loss: 3.3735
step 3500, loss: 3.360366, lr: 1.1206e-03, norm: 0.2177, dt: 1756.58ms, tokens_sec: 298471.28hz
step 3501, loss: 3.397997, lr: 1.1205e-03, norm: 0.2201, dt: 596.30ms, tokens_sec: 879238.97hz
step 3502, loss: 3.406533, lr: 1.1205e-03, norm: 0.2117, dt: 593.66ms, tokens_sec: 883141.16hz
step 3503, loss: 3.358758, lr: 1.1204e-03, norm: 0.2150, dt: 600.38ms, tokens_sec: 873255.84hz
step 3504, loss: 3.377892, lr: 1.1204e-03, norm: 0.1916, dt: 594.27ms, tokens_sec: 882234.48hz
step 3505, loss: 3.363462, lr: 1.1203e-03, norm: 0.1824, dt: 599.57ms, tokens_sec: 874436.83hz
step 3506, loss: 3.449320, lr: 1.1203e-03, norm: 0.2040, dt: 596.51ms, tokens_sec: 878929.01hz
step 3507, loss: 3.392664, lr: 1.1202e-03, norm: 0.1848, dt: 594.52ms, tokens_sec: 881867.94hz
step 3508, loss: 3.342190, lr: 1.1202e-03, norm: 0.1986, dt: 595.43ms, tokens_sec: 880526.11hz
step 3509, loss: 3.316031, lr: 1.1201e-03, norm: 0.1967, dt: 595.74ms, tokens_sec: 880060.95hz
step 3510, loss: 3.350204, lr: 1.1201e-03, norm: 0.1952, dt: 601.68ms, tokens_sec: 871380.68hz
step 3511, loss: 3.384560, lr: 1.1200e-03, norm: 0.1921, dt: 595.12ms, tokens_sec: 880979.75hz
step 3512, loss: 3.393293, lr: 1.1200e-03, norm: 0.1880, dt: 594.81ms, tokens_sec: 881437.05hz
step 3513, loss: 3.366504, lr: 1.1199e-03, norm: 0.1813, dt: 593.11ms, tokens_sec: 883969.75hz
step 3514, loss: 3.348400, lr: 1.1199e-03, norm: 0.1921, dt: 594.35ms, tokens_sec: 882114.15hz
step 3515, loss: 3.297349, lr: 1.1199e-03, norm: 0.1872, dt: 595.64ms, tokens_sec: 880209.25hz
step 3516, loss: 3.300008, lr: 1.1198e-03, norm: 0.1982, dt: 596.48ms, tokens_sec: 878970.47hz
step 3517, loss: 3.296998, lr: 1.1198e-03, norm: 0.2108, dt: 593.18ms, tokens_sec: 883865.29hz
step 3518, loss: 3.406453, lr: 1.1197e-03, norm: 0.2061, dt: 593.60ms, tokens_sec: 883235.87hz
step 3519, loss: 3.326971, lr: 1.1197e-03, norm: 0.2127, dt: 594.19ms, tokens_sec: 882358.02hz
step 3520, loss: 3.379150, lr: 1.1196e-03, norm: 0.2262, dt: 595.77ms, tokens_sec: 880011.64hz
step 3521, loss: 3.338145, lr: 1.1196e-03, norm: 0.1893, dt: 596.13ms, tokens_sec: 879485.82hz
step 3522, loss: 3.282903, lr: 1.1195e-03, norm: 0.1835, dt: 594.51ms, tokens_sec: 881881.38hz
step 3523, loss: 3.296606, lr: 1.1195e-03, norm: 0.2092, dt: 598.17ms, tokens_sec: 876488.65hz
step 3524, loss: 3.302932, lr: 1.1194e-03, norm: 0.1917, dt: 594.33ms, tokens_sec: 882152.02hz
step 3525, loss: 3.256141, lr: 1.1194e-03, norm: 0.1805, dt: 591.44ms, tokens_sec: 886465.58hz
step 3526, loss: 3.296839, lr: 1.1193e-03, norm: 0.1852, dt: 594.51ms, tokens_sec: 881881.38hz
step 3527, loss: 3.293274, lr: 1.1193e-03, norm: 0.1958, dt: 596.65ms, tokens_sec: 878721.44hz
step 3528, loss: 3.368861, lr: 1.1192e-03, norm: 0.2104, dt: 598.36ms, tokens_sec: 876204.02hz
step 3529, loss: 3.332247, lr: 1.1192e-03, norm: 0.1867, dt: 597.23ms, tokens_sec: 877872.87hz
step 3530, loss: 3.346572, lr: 1.1191e-03, norm: 0.1876, dt: 598.65ms, tokens_sec: 875778.30hz
step 3531, loss: 3.246333, lr: 1.1191e-03, norm: 0.1968, dt: 594.30ms, tokens_sec: 882193.78hz
step 3532, loss: 3.217596, lr: 1.1190e-03, norm: 0.1847, dt: 591.70ms, tokens_sec: 886068.39hz
step 3533, loss: 3.211382, lr: 1.1190e-03, norm: 0.2166, dt: 597.80ms, tokens_sec: 877035.73hz
step 3534, loss: 3.144653, lr: 1.1190e-03, norm: 0.2544, dt: 595.72ms, tokens_sec: 880086.66hz
step 3535, loss: 3.142913, lr: 1.1189e-03, norm: 0.2593, dt: 595.08ms, tokens_sec: 881038.35hz
step 3536, loss: 3.196579, lr: 1.1189e-03, norm: 0.2285, dt: 594.99ms, tokens_sec: 881164.73hz
step 3537, loss: 3.179630, lr: 1.1188e-03, norm: 0.1778, dt: 596.56ms, tokens_sec: 878852.79hz
step 3538, loss: 3.130091, lr: 1.1188e-03, norm: 0.2201, dt: 594.32ms, tokens_sec: 882164.76hz
step 3539, loss: 3.181202, lr: 1.1187e-03, norm: 0.2165, dt: 597.33ms, tokens_sec: 877719.40hz
step 3540, loss: 3.139021, lr: 1.1187e-03, norm: 0.2069, dt: 594.43ms, tokens_sec: 881999.87hz
step 3541, loss: 3.192153, lr: 1.1186e-03, norm: 0.1971, dt: 595.67ms, tokens_sec: 880168.03hz
step 3542, loss: 3.207284, lr: 1.1186e-03, norm: 0.1990, dt: 598.42ms, tokens_sec: 876124.78hz
step 3543, loss: 3.290395, lr: 1.1185e-03, norm: 0.1802, dt: 598.76ms, tokens_sec: 875623.46hz
step 3544, loss: 3.348401, lr: 1.1185e-03, norm: 0.2117, dt: 592.48ms, tokens_sec: 884897.81hz
step 3545, loss: 3.330307, lr: 1.1184e-03, norm: 0.2057, dt: 593.97ms, tokens_sec: 882684.93hz
step 3546, loss: 3.324901, lr: 1.1184e-03, norm: 0.2157, dt: 593.31ms, tokens_sec: 883663.20hz
step 3547, loss: 3.415172, lr: 1.1183e-03, norm: 0.2065, dt: 594.54ms, tokens_sec: 881841.07hz
step 3548, loss: 3.468899, lr: 1.1183e-03, norm: 0.2614, dt: 595.60ms, tokens_sec: 880269.50hz
step 3549, loss: 3.480726, lr: 1.1182e-03, norm: 0.2186, dt: 596.04ms, tokens_sec: 879617.39hz
step 3550, loss: 3.370286, lr: 1.1182e-03, norm: 0.2008, dt: 593.95ms, tokens_sec: 882720.01hz
step 3551, loss: 3.385788, lr: 1.1181e-03, norm: 0.2426, dt: 594.84ms, tokens_sec: 881397.13hz
step 3552, loss: 3.307717, lr: 1.1181e-03, norm: 0.2085, dt: 597.45ms, tokens_sec: 877543.91hz
step 3553, loss: 3.360612, lr: 1.1181e-03, norm: 0.2184, dt: 594.46ms, tokens_sec: 881956.36hz
step 3554, loss: 3.428024, lr: 1.1180e-03, norm: 0.1991, dt: 593.90ms, tokens_sec: 882785.92hz
step 3555, loss: 3.400736, lr: 1.1180e-03, norm: 0.1987, dt: 593.88ms, tokens_sec: 882812.85hz
step 3556, loss: 3.324306, lr: 1.1179e-03, norm: 0.1788, dt: 600.19ms, tokens_sec: 873530.58hz
step 3557, loss: 3.464764, lr: 1.1179e-03, norm: 0.2246, dt: 595.83ms, tokens_sec: 879925.02hz
step 3558, loss: 3.358526, lr: 1.1178e-03, norm: 0.1986, dt: 593.98ms, tokens_sec: 882674.30hz
step 3559, loss: 3.345150, lr: 1.1178e-03, norm: 0.2032, dt: 596.34ms, tokens_sec: 879182.02hz
step 3560, loss: 3.406576, lr: 1.1177e-03, norm: 0.2885, dt: 598.00ms, tokens_sec: 876742.01hz
step 3561, loss: 3.385178, lr: 1.1177e-03, norm: 0.2288, dt: 596.37ms, tokens_sec: 879125.78hz
step 3562, loss: 3.352939, lr: 1.1176e-03, norm: 0.2267, dt: 596.45ms, tokens_sec: 879014.74hz
step 3563, loss: 3.381566, lr: 1.1176e-03, norm: 0.2095, dt: 594.62ms, tokens_sec: 881719.43hz
step 3564, loss: 3.412188, lr: 1.1175e-03, norm: 0.2275, dt: 596.79ms, tokens_sec: 878508.36hz
step 3565, loss: 3.371036, lr: 1.1175e-03, norm: 0.1910, dt: 597.09ms, tokens_sec: 878069.87hz
step 3566, loss: 3.341147, lr: 1.1174e-03, norm: 0.2280, dt: 595.92ms, tokens_sec: 879791.95hz
step 3567, loss: 3.262184, lr: 1.1174e-03, norm: 0.1841, dt: 596.33ms, tokens_sec: 879193.27hz
step 3568, loss: 3.304211, lr: 1.1173e-03, norm: 0.1981, dt: 597.73ms, tokens_sec: 877134.03hz
step 3569, loss: 3.314178, lr: 1.1173e-03, norm: 0.1946, dt: 596.38ms, tokens_sec: 879113.48hz
step 3570, loss: 3.271316, lr: 1.1172e-03, norm: 0.1937, dt: 594.68ms, tokens_sec: 881636.36hz
step 3571, loss: 3.320802, lr: 1.1172e-03, norm: 0.1844, dt: 597.59ms, tokens_sec: 877337.00hz
step 3572, loss: 3.367885, lr: 1.1171e-03, norm: 0.1860, dt: 597.84ms, tokens_sec: 876977.67hz
step 3573, loss: 3.330039, lr: 1.1171e-03, norm: 0.1805, dt: 594.57ms, tokens_sec: 881791.91hz
step 3574, loss: 3.259591, lr: 1.1170e-03, norm: 0.1865, dt: 597.03ms, tokens_sec: 878163.84hz
step 3575, loss: 3.317343, lr: 1.1170e-03, norm: 0.2070, dt: 593.98ms, tokens_sec: 882673.59hz
step 3576, loss: 3.338701, lr: 1.1170e-03, norm: 0.1740, dt: 592.34ms, tokens_sec: 885118.99hz
step 3577, loss: 3.369614, lr: 1.1169e-03, norm: 0.2018, dt: 595.86ms, tokens_sec: 879877.84hz
step 3578, loss: 3.222119, lr: 1.1169e-03, norm: 0.2057, dt: 592.34ms, tokens_sec: 885113.65hz
step 3579, loss: 3.182460, lr: 1.1168e-03, norm: 0.1847, dt: 593.80ms, tokens_sec: 882939.04hz
step 3580, loss: 3.194155, lr: 1.1168e-03, norm: 0.1830, dt: 598.98ms, tokens_sec: 875301.42hz
step 3581, loss: 3.160730, lr: 1.1167e-03, norm: 0.2086, dt: 595.86ms, tokens_sec: 879888.40hz
step 3582, loss: 3.182795, lr: 1.1167e-03, norm: 0.1757, dt: 595.95ms, tokens_sec: 879756.75hz
step 3583, loss: 3.216907, lr: 1.1166e-03, norm: 0.1727, dt: 595.85ms, tokens_sec: 879893.33hz
step 3584, loss: 3.185964, lr: 1.1166e-03, norm: 0.1986, dt: 597.22ms, tokens_sec: 877886.19hz
step 3585, loss: 3.151494, lr: 1.1165e-03, norm: 0.1910, dt: 592.91ms, tokens_sec: 884262.65hz
step 3586, loss: 3.183550, lr: 1.1165e-03, norm: 0.1889, dt: 599.69ms, tokens_sec: 874272.05hz
step 3587, loss: 3.211897, lr: 1.1164e-03, norm: 0.1962, dt: 595.22ms, tokens_sec: 880832.25hz
step 3588, loss: 3.203447, lr: 1.1164e-03, norm: 0.1703, dt: 594.26ms, tokens_sec: 882258.55hz
step 3589, loss: 3.136545, lr: 1.1163e-03, norm: 0.1846, dt: 595.70ms, tokens_sec: 880123.65hz
step 3590, loss: 3.370254, lr: 1.1163e-03, norm: 0.2279, dt: 595.68ms, tokens_sec: 880155.35hz
step 3591, loss: 3.392556, lr: 1.1162e-03, norm: 0.2176, dt: 598.21ms, tokens_sec: 876427.87hz
step 3592, loss: 3.413329, lr: 1.1162e-03, norm: 0.2354, dt: 593.83ms, tokens_sec: 882895.44hz
step 3593, loss: 3.434954, lr: 1.1161e-03, norm: 0.2043, dt: 595.03ms, tokens_sec: 881118.13hz
step 3594, loss: 3.390687, lr: 1.1161e-03, norm: 0.2145, dt: 592.29ms, tokens_sec: 885194.17hz
step 3595, loss: 3.355885, lr: 1.1160e-03, norm: 0.2320, dt: 595.80ms, tokens_sec: 879971.85hz
step 3596, loss: 3.400267, lr: 1.1160e-03, norm: 0.2309, dt: 594.90ms, tokens_sec: 881302.46hz
step 3597, loss: 3.386055, lr: 1.1159e-03, norm: 0.1989, dt: 596.17ms, tokens_sec: 879421.46hz
step 3598, loss: 3.388784, lr: 1.1159e-03, norm: 0.2165, dt: 592.84ms, tokens_sec: 884366.13hz
step 3599, loss: 3.434701, lr: 1.1158e-03, norm: 0.2257, dt: 600.81ms, tokens_sec: 872641.43hz
step 3600, loss: 3.413058, lr: 1.1158e-03, norm: 0.1882, dt: 594.64ms, tokens_sec: 881695.75hz
step 3601, loss: 3.366815, lr: 1.1158e-03, norm: 0.2064, dt: 598.85ms, tokens_sec: 875494.13hz
step 3602, loss: 3.380597, lr: 1.1157e-03, norm: 0.2216, dt: 592.56ms, tokens_sec: 884782.45hz
step 3603, loss: 3.424541, lr: 1.1157e-03, norm: 0.2028, dt: 592.89ms, tokens_sec: 884297.49hz
step 3604, loss: 3.358310, lr: 1.1156e-03, norm: 0.2060, dt: 597.99ms, tokens_sec: 876743.40hz
step 3605, loss: 3.324255, lr: 1.1156e-03, norm: 0.2000, dt: 599.83ms, tokens_sec: 874062.15hz
step 3606, loss: 3.381800, lr: 1.1155e-03, norm: 0.1935, dt: 595.60ms, tokens_sec: 880273.38hz
step 3607, loss: 3.378022, lr: 1.1155e-03, norm: 0.1953, dt: 594.03ms, tokens_sec: 882593.17hz
step 3608, loss: 3.391972, lr: 1.1154e-03, norm: 0.1941, dt: 592.65ms, tokens_sec: 884650.39hz
step 3609, loss: 3.351780, lr: 1.1154e-03, norm: 0.2251, dt: 597.85ms, tokens_sec: 876953.19hz
step 3610, loss: 3.400984, lr: 1.1153e-03, norm: 0.2196, dt: 593.87ms, tokens_sec: 882831.28hz
step 3611, loss: 3.354207, lr: 1.1153e-03, norm: 0.1950, dt: 597.50ms, tokens_sec: 877472.13hz
step 3612, loss: 3.325429, lr: 1.1152e-03, norm: 0.2270, dt: 593.10ms, tokens_sec: 883983.25hz
step 3613, loss: 3.330674, lr: 1.1152e-03, norm: 0.2058, dt: 596.05ms, tokens_sec: 879607.89hz
step 3614, loss: 3.356087, lr: 1.1151e-03, norm: 0.2260, dt: 596.17ms, tokens_sec: 879423.92hz
step 3615, loss: 3.351896, lr: 1.1151e-03, norm: 0.2052, dt: 597.86ms, tokens_sec: 876940.95hz
step 3616, loss: 3.419029, lr: 1.1150e-03, norm: 0.2092, dt: 594.07ms, tokens_sec: 882530.48hz
step 3617, loss: 3.252816, lr: 1.1150e-03, norm: 0.2365, dt: 594.37ms, tokens_sec: 882083.37hz
step 3618, loss: 3.358101, lr: 1.1149e-03, norm: 0.2086, dt: 594.48ms, tokens_sec: 881933.37hz
step 3619, loss: 3.291585, lr: 1.1149e-03, norm: 0.2068, dt: 597.53ms, tokens_sec: 877431.52hz
step 3620, loss: 3.349512, lr: 1.1148e-03, norm: 0.2038, dt: 596.21ms, tokens_sec: 879362.03hz
step 3621, loss: 3.339676, lr: 1.1148e-03, norm: 0.1927, dt: 594.89ms, tokens_sec: 881323.30hz
step 3622, loss: 3.350659, lr: 1.1147e-03, norm: 0.1880, dt: 595.46ms, tokens_sec: 880471.81hz
step 3623, loss: 3.308878, lr: 1.1147e-03, norm: 0.1897, dt: 599.33ms, tokens_sec: 874794.43hz
step 3624, loss: 3.209953, lr: 1.1146e-03, norm: 0.2038, dt: 596.52ms, tokens_sec: 878916.36hz
step 3625, loss: 3.223931, lr: 1.1146e-03, norm: 0.2028, dt: 598.98ms, tokens_sec: 875301.42hz
step 3626, loss: 3.150274, lr: 1.1145e-03, norm: 0.2144, dt: 592.31ms, tokens_sec: 885157.11hz
step 3627, loss: 3.159666, lr: 1.1145e-03, norm: 0.1896, dt: 595.82ms, tokens_sec: 879947.55hz
step 3628, loss: 3.152169, lr: 1.1144e-03, norm: 0.2097, dt: 592.18ms, tokens_sec: 885358.47hz
step 3629, loss: 3.156735, lr: 1.1144e-03, norm: 0.2034, dt: 597.64ms, tokens_sec: 877261.40hz
step 3630, loss: 3.168540, lr: 1.1143e-03, norm: 0.1873, dt: 594.01ms, tokens_sec: 882629.31hz
step 3631, loss: 3.163579, lr: 1.1143e-03, norm: 0.1977, dt: 595.67ms, tokens_sec: 880163.10hz
step 3632, loss: 3.213145, lr: 1.1143e-03, norm: 0.1876, dt: 591.91ms, tokens_sec: 885759.66hz
step 3633, loss: 3.106347, lr: 1.1142e-03, norm: 0.1753, dt: 595.25ms, tokens_sec: 880793.09hz
step 3634, loss: 3.141170, lr: 1.1142e-03, norm: 0.1659, dt: 594.47ms, tokens_sec: 881937.97hz
step 3635, loss: 3.218761, lr: 1.1141e-03, norm: 0.1870, dt: 594.73ms, tokens_sec: 881560.73hz
step 3636, loss: 3.357868, lr: 1.1141e-03, norm: 0.1974, dt: 595.62ms, tokens_sec: 880240.26hz
step 3637, loss: 3.423876, lr: 1.1140e-03, norm: 0.1966, dt: 598.02ms, tokens_sec: 876711.60hz
step 3638, loss: 3.358329, lr: 1.1140e-03, norm: 0.1962, dt: 594.55ms, tokens_sec: 881825.15hz
step 3639, loss: 3.379962, lr: 1.1139e-03, norm: 0.1975, dt: 595.96ms, tokens_sec: 879739.15hz
step 3640, loss: 3.477668, lr: 1.1139e-03, norm: 0.2122, dt: 594.24ms, tokens_sec: 882286.16hz
step 3641, loss: 3.362534, lr: 1.1138e-03, norm: 0.2504, dt: 595.85ms, tokens_sec: 879898.96hz
step 3642, loss: 3.356686, lr: 1.1138e-03, norm: 0.2033, dt: 599.77ms, tokens_sec: 874152.15hz
step 3643, loss: 3.399133, lr: 1.1137e-03, norm: 0.1971, dt: 593.59ms, tokens_sec: 883248.99hz
step 3644, loss: 3.382014, lr: 1.1137e-03, norm: 0.2261, dt: 593.81ms, tokens_sec: 882926.28hz
step 3645, loss: 3.412355, lr: 1.1136e-03, norm: 0.1880, dt: 594.84ms, tokens_sec: 881393.60hz
step 3646, loss: 3.375143, lr: 1.1136e-03, norm: 0.2123, dt: 596.15ms, tokens_sec: 879458.04hz
step 3647, loss: 3.356378, lr: 1.1135e-03, norm: 0.2012, dt: 592.72ms, tokens_sec: 884546.49hz
step 3648, loss: 3.362944, lr: 1.1135e-03, norm: 0.2051, dt: 594.04ms, tokens_sec: 882572.98hz
step 3649, loss: 3.384353, lr: 1.1134e-03, norm: 0.1966, dt: 597.11ms, tokens_sec: 878041.12hz
step 3650, loss: 3.317549, lr: 1.1134e-03, norm: 0.2195, dt: 594.47ms, tokens_sec: 881945.05hz
step 3651, loss: 3.334417, lr: 1.1133e-03, norm: 0.1921, dt: 594.00ms, tokens_sec: 882639.93hz
step 3652, loss: 3.332525, lr: 1.1133e-03, norm: 0.1991, dt: 593.06ms, tokens_sec: 884035.14hz
step 3653, loss: 3.354877, lr: 1.1132e-03, norm: 0.2063, dt: 595.98ms, tokens_sec: 879712.40hz
step 3654, loss: 3.341355, lr: 1.1132e-03, norm: 0.2089, dt: 593.07ms, tokens_sec: 884016.66hz
step 3655, loss: 3.365115, lr: 1.1131e-03, norm: 0.2062, dt: 597.44ms, tokens_sec: 877552.32hz
step 3656, loss: 3.314308, lr: 1.1131e-03, norm: 0.2387, dt: 593.85ms, tokens_sec: 882860.70hz
step 3657, loss: 3.384996, lr: 1.1130e-03, norm: 0.2442, dt: 595.87ms, tokens_sec: 879872.21hz
step 3658, loss: 3.341692, lr: 1.1130e-03, norm: 0.2111, dt: 598.05ms, tokens_sec: 876658.47hz
step 3659, loss: 3.346245, lr: 1.1129e-03, norm: 0.1990, dt: 595.51ms, tokens_sec: 880399.55hz
step 3660, loss: 3.309038, lr: 1.1129e-03, norm: 0.2117, dt: 599.38ms, tokens_sec: 874724.14hz
step 3661, loss: 3.300426, lr: 1.1128e-03, norm: 0.1849, dt: 594.48ms, tokens_sec: 881925.59hz
step 3662, loss: 3.351601, lr: 1.1128e-03, norm: 0.2037, dt: 596.92ms, tokens_sec: 878323.79hz
step 3663, loss: 3.320499, lr: 1.1127e-03, norm: 0.1960, dt: 592.05ms, tokens_sec: 885553.49hz
step 3664, loss: 3.319280, lr: 1.1127e-03, norm: 0.1629, dt: 599.19ms, tokens_sec: 874987.62hz
step 3665, loss: 3.272187, lr: 1.1126e-03, norm: 0.1925, dt: 596.03ms, tokens_sec: 879639.21hz
step 3666, loss: 3.313668, lr: 1.1126e-03, norm: 0.1719, dt: 598.51ms, tokens_sec: 875989.71hz
step 3667, loss: 3.348196, lr: 1.1125e-03, norm: 0.1837, dt: 594.24ms, tokens_sec: 882279.79hz
